坑口(北) (將軍澳醫院) (TK950)	坑口(北) (将军澳医院) (TK950)
上李屋花園, 美荷樓 (SS305)	上李屋花园, 美荷楼 (SS305)
上水寶石湖路-上水圍 (ND435)	上水宝石湖路-上水围 (ND435)
中電總部，啟德體育園 (KA513)	中电总部，启德体育园 (KA513)
伊利沙伯中學 洗衣街 (MK351)	伊利沙伯中学 洗衣街 (MK351)
伊利沙伯中學 洗衣街 (MK610)	伊利沙伯中学 洗衣街 (MK610)
保良局第一張永慶中學 (WT354)	保良局第一张永庆中学 (WT354)
保良局第一張永慶中學 (WT355)	保良局第一张永庆中学 (WT355)
協和小學, MOKO (MK750)	协和小学, MOKO (MK750)
大圍站總站 (G1) (TA940)	大围站总站 (G1) (TA940)
大圍站總站 (G2) (TA941)	大围站总站 (G2) (TA941)
大圍站總站 (G3) (TA942)	大围站总站 (G3) (TA942)
大圍站總站 (G4) (TA943)	大围站总站 (G4) (TA943)
大圍站總站 (G6) (TA945)	大围站总站 (G6) (TA945)
大圍站總站 (G8) (TA947)	大围站总站 (G8) (TA947)
大圍站總站 (G8) (TA948)	大围站总站 (G8) (TA948)
大老山隧道 (A1) (ST792)	大老山隧道 (A1) (ST792)
大老山隧道 (A2) (ST791)	大老山隧道 (A2) (ST791)
大老山隧道 (A3) (ST790)	大老山隧道 (A3) (ST790)
大老山隧道 (B1) (ST113)	大老山隧道 (B1) (ST113)
大老山隧道 (B2) (ST112)	大老山隧道 (B2) (ST112)
大老山隧道 (B3) (ST111)	大老山隧道 (B3) (ST111)
大老山隧道 (B4) (ST110)	大老山隧道 (B4) (ST110)
安泰(北)(智泰樓) (AN214)	安泰(北)(智泰楼) (AN214)
安泰(南)(恆泰樓) (AN210)	安泰(南)(恒泰楼) (AN210)
安泰(南)(恆泰樓) (AN211)	安泰(南)(恒泰楼) (AN211)
安泰(西)(和泰樓) (AN212)	安泰(西)(和泰楼) (AN212)
安泰(西)(和泰樓) (AN213)	安泰(西)(和泰楼) (AN213)
寶田轉車站 - 寶田 (TM190)	宝田转车站 - 宝田 (TM190)
寶田轉車站 - 寶田 (TM191)	宝田转车站 - 宝田 (TM191)
寶田轉車站 - 寶田 (TM192)	宝田转车站 - 宝田 (TM192)
將軍澳工業邨巴士總站 (TK990)	将军澳工业邨巴士总站 (TK990)
將軍澳工業邨巴士總站 (TK991)	将军澳工业邨巴士总站 (TK991)
將軍澳工業邨巴士總站 (TK993)	将军澳工业邨巴士总站 (TK993)
小瀝源 (綠怡雅苑) (ST535)	小沥源 (绿怡雅苑) (ST535)
小瀝源 (綠怡雅苑) (ST603)	小沥源 (绿怡雅苑) (ST603)
小瀝源 (綠怡雅苑) (ST604)	小沥源 (绿怡雅苑) (ST604)
屯門兆麟政府綜合大樓 (TM237)	屯门兆麟政府综合大楼 (TM237)
屯門站總站 (V1) (TM960)	屯门站总站 (V1) (TM960)
屯門站總站 (V5) (TM955)	屯门站总站 (V5) (TM955)
屯門站總站 (V5) (TM956)	屯门站总站 (V5) (TM956)
屯門站總站 (V6) (TM953)	屯门站总站 (V6) (TM953)
屯門站總站 (V6) (TM954)	屯门站总站 (V6) (TM954)
屯門站總站 (V7) (TM952)	屯门站总站 (V7) (TM952)
屯門站總站 (V8) (TM951)	屯门站总站 (V8) (TM951)
屯門赤鱲角隧道轉車站 (TM511)	屯门赤鱲角隧道转车站 (TM511)
屯門赤鱲角隧道轉車站 (TM512)	屯门赤鱲角隧道转车站 (TM512)
屯門赤鱲角隧道轉車站 (TM513)	屯门赤鱲角隧道转车站 (TM513)
屯門赤鱲角隧道轉車站 (TM514)	屯门赤鱲角隧道转车站 (TM514)
彩虹轉車站 -碧海樓 (WT343)	彩虹转车站 -碧海楼 (WT343)
彩虹轉車站- 碧海樓 (WT340)	彩虹转车站- 碧海楼 (WT340)
往粉嶺站(循環線) [上午特別路線]	往粉岭站(循环线) [上午特别路线]
往粉嶺站(循環線) [下午特別路線]	往粉岭站(循环线) [下午特别路线]
往西九文化區 ‧ 尖沙咀 ‧ 高鐵站	往西九文化区 · 尖沙咀 · 高铁站
慈雲山(中)巴士總站 (WT940)	慈云山(中)巴士总站 (WT940)
慈雲山(中)巴士總站 (WT941)	慈云山(中)巴士总站 (WT941)
慈雲山(中)巴士總站 (WT942)	慈云山(中)巴士总站 (WT942)
慈雲山(中)巴士總站 (WT943)	慈云山(中)巴士总站 (WT943)
慈雲山(中)巴士總站 (WT944)	慈云山(中)巴士总站 (WT944)
慈雲山(中)巴士總站 (WT945)	慈云山(中)巴士总站 (WT945)
慈雲山(中)巴士總站 (WT946)	慈云山(中)巴士总站 (WT946)
打鼓嶺 (蓮塘口岸) (ND319)	打鼓岭 (莲塘口岸) (ND319)
拔萃男書院,太子道西 (KC743)	拔萃男书院,太子道西 (KC743)
拔萃男書院,太子道西 (KC744)	拔萃男书院,太子道西 (KC744)
放馬莆(林村許願樹) (TP143)	放马莆(林村许愿树) (TP143)
放馬莆(林村許願樹) (TP194)	放马莆(林村许愿树) (TP194)
旺角長沙街,信和中心 (MK161)	旺角长沙街,信和中心 (MK161)
暢達路(一號停車場) (CL301)	畅达路(一号停车场) (CL301)
暢達路(一號停車場) (CL302)	畅达路(一号停车场) (CL302)
永安廣場, 星光大道 (YT628)	永安广场, 星光大道 (YT628)
洪水橋(洪元路)總站 (YL910)	洪水桥(洪元路)总站 (YL910)
洪水橋(洪元路)總站 (YL911)	洪水桥(洪元路)总站 (YL911)
洪水橋(洪福邨)總站 (YL900)	洪水桥(洪福邨)总站 (YL900)
洪水橋(洪福邨)總站 (YL901)	洪水桥(洪福邨)总站 (YL901)
洪水橋(洪福邨)總站 (YL902)	洪水桥(洪福邨)总站 (YL902)
洪水橋(洪福邨)總站 (YL903)	洪水桥(洪福邨)总站 (YL903)
港九潮州公學 洗衣街 (MK350)	港九潮州公学 洗衣街 (MK350)
牛池灣轉車站-丹鳳樓 (WT700)	牛池湾转车站-丹凤楼 (WT700)
牛池灣轉車站-丹鳳樓 (WT701)	牛池湾转车站-丹凤楼 (WT701)
牛池灣轉車站-丹鳳樓 (WT702)	牛池湾转车站-丹凤楼 (WT702)
牛池灣轉車站-紅萼樓 (WT703)	牛池湾转车站-红萼楼 (WT703)
牛池灣轉車站-紅萼樓 (WT704)	牛池湾转车站-红萼楼 (WT704)
牛池灣轉車站-紅萼樓 (WT705)	牛池湾转车站-红萼楼 (WT705)
牛池灣轉車站-紅萼樓 (WT706)	牛池湾转车站-红萼楼 (WT706)
牛池灣轉車站-紅萼樓 (WT707)	牛池湾转车站-红萼楼 (WT707)
牛池灣轉車站-紅萼樓 (WT708)	牛池湾转车站-红萼楼 (WT708)
牛池灣轉車站-紅萼樓 (WT709)	牛池湾转车站-红萼楼 (WT709)
璧峰路-粉嶺法院大樓 (ND246)	璧峰路-粉岭法院大楼 (ND246)
白田(北) 巴士總站 (SS601)	白田(北) 巴士总站 (SS601)
科大(逸夫演藝中心) (SK941)	科大(逸夫演艺中心) (SK941)
粉嶺和興路-和合石村 (ND206)	粉岭和兴路-和合石村 (ND206)
粉嶺站轉車站-祥華邨 (ND183)	粉岭站转车站-祥华邨 (ND183)
粉嶺站轉車站-粉嶺站 (ND497)	粉岭站转车站-粉岭站 (ND497)
西沙 GO PARK (SK205)	西沙 GO PARK (SK205)
觀塘(翠屏北邨)總站 (KT271)	观塘(翠屏北邨)总站 (KT271)
金巴利道 美麗華廣場 (YT558)	金巴利道 美丽华广场 (YT558)
金巴利道 美麗華廣場 (YT559)	金巴利道 美丽华广场 (YT559)
金德大廈 香港科學館 (YT226)	金德大厦 香港科学馆 (YT226)
銅鑼灣(棉花路)總站 (ED630)	铜锣湾(棉花路)总站 (ED630)
長沙灣(海達邨)總站 (SS951)	长沙湾(海达邨)总站 (SS951)
長沙灣(海達邨)總站 (SS952)	长沙湾(海达邨)总站 (SS952)
長沙灣(海達邨)總站 (SS953)	长沙湾(海达邨)总站 (SS953)
長沙灣(海達邨)總站 (SS954)	长沙湾(海达邨)总站 (SS954)
長沙灣(深旺道)總站 (SS665)	长沙湾(深旺道)总站 (SS665)
長沙灣(深旺道)總站 (SS666)	长沙湾(深旺道)总站 (SS666)
青衣轉車站 –灝景灣 (TY201)	青衣转车站 –灏景湾 (TY201)
青衣轉車站 –青宏苑 (TY200)	青衣转车站 –青宏苑 (TY200)
香園圍 ‧ 蓮塘口岸 (ND890)	香园围 · 莲塘口岸 (ND890)
香園圍 ‧ 蓮塘口岸 (ND891)	香园围 · 莲塘口岸 (ND891)
鰂魚涌（英皇道）總站 (ED551)	鲗鱼涌（英皇道）总站 (ED551)
鰂魚涌（英皇道）總站 (ED552)	鲗鱼涌（英皇道）总站 (ED552)
NOVO LAND (TM497)	NOVO LAND (TM497)
NOVO LAND (TM520)	NOVO LAND (TM520)
apm創紀之城5期 (KT623)	apm创纪之城5期 (KT623)
apm創紀之城5期 (KT624)	apm创纪之城5期 (KT624)
apm創紀之城5期 (KT625)	apm创纪之城5期 (KT625)
apm創紀之城5期 (KT626)	apm创纪之城5期 (KT626)
䃟頭角 - 洞梓路 (TP629)	䃟头角 - 洞梓路 (TP629)
中環(林士街)總站 (CW900)	中环(林士街)总站 (CW900)
中環(林士街)總站 (CW901)	中环(林士街)总站 (CW901)
中環(香港站)總站 (CW920)	中环(香港站)总站 (CW920)
九龍城碼頭巴士總站 (KC942)	九龙城码头巴士总站 (KC942)
九龍城碼頭巴士總站 (KC943)	九龙城码头巴士总站 (KC943)
九龍城碼頭巴士總站 (KC944)	九龙城码头巴士总站 (KC944)
九龍城碼頭巴士總站 (KC945)	九龙城码头巴士总站 (KC945)
九龍城碼頭巴士總站 (KC946)	九龙城码头巴士总站 (KC946)
九龍城碼頭巴士總站 (KC947)	九龙城码头巴士总站 (KC947)
九龍城碼頭巴士總站 (KC948)	九龙城码头巴士总站 (KC948)
九龍城碼頭巴士總站 (KC949)	九龙城码头巴士总站 (KC949)
九龍城碼頭巴士總站 (KC950)	九龙城码头巴士总站 (KC950)
九龍城碼頭巴士總站 (KC951)	九龙城码头巴士总站 (KC951)
元朗(德業街)總站 (YL981)	元朗(德业街)总站 (YL981)
元朗(鳳翔路)總站 (YL970)	元朗(凤翔路)总站 (YL970)
力寶中心 (E1) (CW160)	力宝中心 (E1) (CW160)
啟隧轉車站-啟福道 (KT100)	启隧转车站-启福道 (KT100)
啟隧轉車站-啟福道 (KT590)	启隧转车站-启福道 (KT590)
基榮小學 維景酒店 (MK300)	基荣小学 维景酒店 (MK300)
基榮小學 維景酒店 (MK301)	基荣小学 维景酒店 (MK301)
基榮小學 維景酒店 (MK302)	基荣小学 维景酒店 (MK302)
基榮小學 維景酒店 (MK303)	基荣小学 维景酒店 (MK303)
太古廣場 (A1) (CW743)	太古广场 (A1) (CW743)
太古廣場 (A2) (CW742)	太古广场 (A2) (CW742)
太古廣場 (A3) (CW741)	太古广场 (A3) (CW741)
太古廣場 (A4) (CW740)	太古广场 (A4) (CW740)
太子站, 旺角花墟 (MK751)	太子站, 旺角花墟 (MK751)
太子站, 旺角花墟 (MK752)	太子站, 旺角花墟 (MK752)
太子站, 旺角警署 (MK356)	太子站, 旺角警署 (MK356)
太子站, 旺角警署 (MK357)	太子站, 旺角警署 (MK357)
太平總站-北區醫院 (ND926)	太平总站-北区医院 (ND926)
太平總站-北區醫院 (ND927)	太平总站-北区医院 (ND927)
太平總站-北區醫院 (ND928)	太平总站-北区医院 (ND928)
太平總站-北區醫院 (ND929)	太平总站-北区医院 (ND929)
寶靈街, 恆豐中心 (YT119)	宝灵街, 恒丰中心 (YT119)
寶靈街, 恆豐中心 (YT120)	宝灵街, 恒丰中心 (YT120)
將軍澳華人永遠墳場 (LT430)	将军澳华人永远坟场 (LT430)
尖沙咀東（麼地道） (YT920)	尖沙咀东（么地道） (YT920)
尖沙咀東（麼地道） (YT921)	尖沙咀东（么地道） (YT921)
尖沙咀東（麼地道） (YT922)	尖沙咀东（么地道） (YT922)
尖沙咀東（麼地道） (YT924)	尖沙咀东（么地道） (YT924)
尖沙咀東（麼地道） (YT925)	尖沙咀东（么地道） (YT925)
尖沙咀東（麼地道） (YT926)	尖沙咀东（么地道） (YT926)
尖沙咀東（麼地道） (YT927)	尖沙咀东（么地道） (YT927)
尖沙咀碼頭,海港城 (YT900)	尖沙咀码头,海港城 (YT900)
尖沙咀碼頭,海港城 (YT901)	尖沙咀码头,海港城 (YT901)
尖沙咀碼頭,海港城 (YT903)	尖沙咀码头,海港城 (YT903)
尖沙咀碼頭,海港城 (YT904)	尖沙咀码头,海港城 (YT904)
尖沙咀碼頭,海港城 (YT905)	尖沙咀码头,海港城 (YT905)
尖沙咀碼頭,海港城 (YT907)	尖沙咀码头,海港城 (YT907)
尖沙咀碼頭,海港城 (YT910)	尖沙咀码头,海港城 (YT910)
尖沙咀碼頭,海港城 (YT911)	尖沙咀码头,海港城 (YT911)
尖沙咀碼頭,海港城 (YT912)	尖沙咀码头,海港城 (YT912)
尖沙咀碼頭,海港城 (YT913)	尖沙咀码头,海港城 (YT913)
尖沙咀碼頭,海港城 (YT914)	尖沙咀码头,海港城 (YT914)
尖沙咀碼頭,海港城 (YT915)	尖沙咀码头,海港城 (YT915)
屯門碼頭(兆禧苑) (TM632)	屯门码头(兆禧苑) (TM632)
屯門碼頭(兆禧苑) (TM633)	屯门码头(兆禧苑) (TM633)
屯門醫院(鳳地站) (TM247)	屯门医院(凤地站) (TM247)
屯門醫院(鳳地站) (TM248)	屯门医院(凤地站) (TM248)
彩雲(豐盛街)總站 (WT240)	彩云(丰盛街)总站 (WT240)
往粉嶺站 (循環線) [不經山麗]	往粉岭站 (循环线) [不经山丽]
慈雲山邨中央遊樂場 (WT518)	慈云山邨中央游乐场 (WT518)
政府總部 (D1) (CW120)	政府总部 (D1) (CW120)
文錦渡(新屋嶺村) (ND220)	文锦渡(新屋岭村) (ND220)
旺角(柏景灣)總站 (MK910)	旺角(柏景湾)总站 (MK910)
旺角(柏景灣)總站 (MK911)	旺角(柏景湾)总站 (MK911)
旺角(柏景灣)總站 (MK912)	旺角(柏景湾)总站 (MK912)
旺角(柏景灣)總站 (MK913)	旺角(柏景湾)总站 (MK913)
旺角(柏景灣)總站 (MK914)	旺角(柏景湾)总站 (MK914)
旺角(柏景灣)總站 (MK915)	旺角(柏景湾)总站 (MK915)
旺角(柏景灣)總站 (MK916)	旺角(柏景湾)总站 (MK916)
旺角東站 MOKO (MK900)	旺角东站 MOKO (MK900)
旺角東站 MOKO (MK901)	旺角东站 MOKO (MK901)
旺角東站 MOKO (MK902)	旺角东站 MOKO (MK902)
旺角東站 MOKO (MK903)	旺角东站 MOKO (MK903)
旺角東站 MOKO (MK904)	旺角东站 MOKO (MK904)
旺角東站 MOKO (MK905)	旺角东站 MOKO (MK905)
旺角站,旺角中心 (MK511a)	旺角站,旺角中心 (MK511a)
旺角道 花園街街市 (MK332)	旺角道 花园街街市 (MK332)
旺角道 花園街街市 (MK333)	旺角道 花园街街市 (MK333)
旺角道 花園街街市 (MK334)	旺角道 花园街街市 (MK334)
旺角道 花園街街市 (MK335)	旺角道 花园街街市 (MK335)
旺角道 花園街街市 (MK336)	旺角道 花园街街市 (MK336)
曹公潭戶外康樂中心 (TW753)	曹公潭户外康乐中心 (TW753)
曹公潭戶外康樂中心 (TW779)	曹公潭户外康乐中心 (TW779)
東九龍總區警察總部 (KA130)	东九龙总区警察总部 (KA130)
東九龍總區警察總部 (KA501)	东九龙总区警察总部 (KA501)
柯士甸道 戲曲中心 (YT202)	柯士甸道 戏曲中心 (YT202)
柯士甸道 戲曲中心 (YT203)	柯士甸道 戏曲中心 (YT203)
梧桐寨 (白牛石) (TP151)	梧桐寨 (白牛石) (TP151)
梧桐寨 (白牛石) (TP185)	梧桐寨 (白牛石) (TP185)
永安廣場 星光大道 (YT218)	永安广场 星光大道 (YT218)
永安廣場 星光大道 (YT629)	永安广场 星光大道 (YT629)
沙田市中心巴士總站 (ST923)	沙田市中心巴士总站 (ST923)
沙田市中心巴士總站 (ST928)	沙田市中心巴士总站 (ST928)
海富中心 (C1) (CW750)	海富中心 (C1) (CW750)
火炭(山尾街)總站 (FT950)	火炭(山尾街)总站 (FT950)
火炭(山尾街)總站 (FT953)	火炭(山尾街)总站 (FT953)
火炭(山尾街)總站 (FT954)	火炭(山尾街)总站 (FT954)
火炭(山尾街)總站 (FT955)	火炭(山尾街)总站 (FT955)
火炭(山尾街)總站 (FT956)	火炭(山尾街)总站 (FT956)
火炭(山尾街)總站 (FT957)	火炭(山尾街)总站 (FT957)
白加士街 廟街夜市 (YT671)	白加士街 庙街夜市 (YT671)
石籬(大隴街)總站 (KW971)	石篱(大陇街)总站 (KW971)
石籬(大隴街)總站 (KW972)	石篱(大陇街)总站 (KW972)
石籬(大隴街)總站 (KW973)	石篱(大陇街)总站 (KW973)
石籬(大隴街)總站 (KW974)	石篱(大陇街)总站 (KW974)
石籬(大隴街)總站 (KW975)	石篱(大陇街)总站 (KW975)
石籬(大隴街)總站 (KW976)	石篱(大陇街)总站 (KW976)
紅磡(紅隧轉車站) (HH506)	红磡(红隧转车站) (HH506)
缸瓦甫香港警察學院 (ND613)	缸瓦甫香港警察学院 (ND613)
興華街西(巴士廠) (SS670)	兴华街西(巴士厂) (SS670)
興華街西(海盈邨) (SS284)	兴华街西(海盈邨) (SS284)
華明轉車站(C1) (ND990)	华明转车站(C1) (ND990)
葵芳(葵翠邨)總站 (KW914)	葵芳(葵翠邨)总站 (KW914)
藍田(廣田邨)總站 (LT921)	蓝田(广田邨)总站 (LT921)
藍田(廣田邨)總站 (LT922)	蓝田(广田邨)总站 (LT922)
藍田(廣田邨)總站 (LT923)	蓝田(广田邨)总站 (LT923)
藍田(廣田邨)總站 (LT924)	蓝田(广田邨)总站 (LT924)
藍田站 (落客站) (LT900)	蓝田站 (落客站) (LT900)
藍田站 (落客站) (LT901)	蓝田站 (落客站) (LT901)
蘆慈田(龍尾泳灘) (TP635)	芦慈田(龙尾泳滩) (TP635)
蘆慈田(龍尾泳灘) (TP722)	芦慈田(龙尾泳滩) (TP722)
蘆慈田(龍尾泳灘) (TP723)	芦慈田(龙尾泳滩) (TP723)
西洋菜南街 旺角站 (MK340)	西洋菜南街 旺角站 (MK340)
西洋菜南街 旺角站 (MK341)	西洋菜南街 旺角站 (MK341)
西洋菜南街 旺角站 (MK342)	西洋菜南街 旺角站 (MK342)
西洋菜南街 旺角站 (MK343)	西洋菜南街 旺角站 (MK343)
西貢北(西貢警署) (SK910)	西贡北(西贡警署) (SK910)
西貢北(西貢警署) (SK911)	西贡北(西贡警署) (SK911)
觀塘(翠屏道)總站 (KT948)	观塘(翠屏道)总站 (KT948)
觀塘(翠屏道)總站 (KT949)	观塘(翠屏道)总站 (KT949)
觀塘(翠屏道)總站 (KT950)	观塘(翠屏道)总站 (KT950)
觀塘(裕民坊)總站 (KT920)	观塘(裕民坊)总站 (KT920)
觀塘(裕民坊)總站 (KT921)	观塘(裕民坊)总站 (KT921)
觀塘(裕民坊)總站 (KT922)	观塘(裕民坊)总站 (KT922)
觀塘(裕民坊)總站 (KT923)	观塘(裕民坊)总站 (KT923)
觀塘(裕民坊)總站 (KT925)	观塘(裕民坊)总站 (KT925)
觀塘(裕民坊)總站 (KT926)	观塘(裕民坊)总站 (KT926)
觀塘（雅麗道）總站 (KT915)	观塘（雅丽道）总站 (KT915)
觀塘（雅麗道）總站 (KT916)	观塘（雅丽道）总站 (KT916)
豐林閣(樹仁大學) (ED600)	丰林阁(树仁大学) (ED600)
迪士尼樂園巴士總站 (TW880)	迪士尼乐园巴士总站 (TW880)
迪士尼樂園巴士總站 (TW881)	迪士尼乐园巴士总站 (TW881)
迪士尼樂園巴士總站 (TW885)	迪士尼乐园巴士总站 (TW885)
迪士尼樂園巴士總站 (TW886)	迪士尼乐园巴士总站 (TW886)
金馬倫道,清真寺 (YT559a)	金马伦道,清真寺 (YT559a)
鑽石山站(龍蟠街) (WT181)	钻石山站(龙蟠街) (WT181)
長沙灣賽馬會診療所 (SS696)	长沙湾赛马会诊疗所 (SS696)
香港家庭計劃指導會 (KC199)	香港家庭计划指导会 (KC199)
香港家庭計劃指導會 (KC200)	香港家庭计划指导会 (KC200)
香港家庭計劃指導會 (KC201)	香港家庭计划指导会 (KC201)
香港家庭計劃指導會 (KC202)	香港家庭计划指导会 (KC202)
香港家庭計劃指導會 (KC203)	香港家庭计划指导会 (KC203)
香港家庭計劃指導會 (YL220)	香港家庭计划指导会 (YL220)
香港家庭計劃指導會 (YL221)	香港家庭计划指导会 (YL221)
香港故宮文化博物館 (YT271)	香港故宫文化博物馆 (YT271)
香港故宮文化博物館 (YT272)	香港故宫文化博物馆 (YT272)
香港理工大學第八期 (YT610)	香港理工大学第八期 (YT610)
香港理工大學第八期 (YT611)	香港理工大学第八期 (YT611)
香港生物科技研究院 (PA105)	香港生物科技研究院 (PA105)
香港生物科技研究院 (PA106)	香港生物科技研究院 (PA106)
香港生物科技研究院 (PA107)	香港生物科技研究院 (PA107)
香港生物科技研究院 (PA230)	香港生物科技研究院 (PA230)
香港生物科技研究院 (PA231)	香港生物科技研究院 (PA231)
香港生物科技研究院 (PA232)	香港生物科技研究院 (PA232)
香港生物科技研究院 (PA233)	香港生物科技研究院 (PA233)
香港科技大學(北) (SK930)	香港科技大学(北) (SK930)
香港科技大學(北) (SK931)	香港科技大学(北) (SK931)
香港科技大學(北) (SK932)	香港科技大学(北) (SK932)
香港科技大學(南) (SK950)	香港科技大学(南) (SK950)
香港科技大學(南) (SK951)	香港科技大学(南) (SK951)
香港輔助警察隊總部 (KT106)	香港辅助警察队总部 (KT106)
香港輔助警察隊總部 (KT107)	香港辅助警察队总部 (KT107)
香港輔助警察隊總部 (KT595)	香港辅助警察队总部 (KT595)
黃魚灘 - 樂善村 (TP627)	黄鱼滩 - 乐善村 (TP627)
上海街 廟街夜市 (YT244)	上海街 庙街夜市 (YT244)
上海街 廟街夜市 (YT246)	上海街 庙街夜市 (YT246)
中港城 戲曲中心 (YT645)	中港城 戏曲中心 (YT645)
中港城 戲曲中心 (YT646)	中港城 戏曲中心 (YT646)
佐敦道,高鐵站 (YT674b)	佐敦道,高铁站 (YT674b)
何文田(愛民邨) (KC307)	何文田(爱民邨) (KC307)
何文田(愛民邨) (KC308)	何文田(爱民邨) (KC308)
吳松街 廟街夜市 (YT672)	吴松街 庙街夜市 (YT672)
和合石(橋頭路) (ND871)	和合石(桥头路) (ND871)
培成路 南豐廣場 (TK250)	培成路 南丰广场 (TK250)
培成路 南豐廣場 (TK251)	培成路 南丰广场 (TK251)
培成路 南豐廣場 (TK252)	培成路 南丰广场 (TK252)
培成路 南豐廣場 (TK253)	培成路 南丰广场 (TK253)
大埔墟站巴士總站 (TP935)	大埔墟站巴士总站 (TP935)
大埔墟站巴士總站 (TP940)	大埔墟站巴士总站 (TP940)
大埔墟站巴士總站 (TP941)	大埔墟站巴士总站 (TP941)
大埔墟站巴士總站 (TP942)	大埔墟站巴士总站 (TP942)
